odleglosc,ulica_id,nr_zespolu,typ,nr_przystanku,line
4789,2042,2113,1,04,202
4545,0503,2114,1,02,202
5328,2042,2111,1,02,202
4971,2042,2112,1,02,202
6288,2042,2109,1,04,202
5718,2042,2110,1,02,202
0,1706,R-10,6,00,202
4790,1558,2259,5,01,202
9397,0124,1029,1,02,4
9595,1202,1030,4,02,4
9667,1202,R-02,6,99,4
0,0104,1091,3,01,4
792,0104,1089,1,03,4
397,0104,1090,1,01,4
1877,1901,1086,1,03,4
1234,0104,1088,1,03,4
2628,1901,1084,1,01,4
2197,1901,1085,1,01,4
3306,1901,1082,1,01,4
2844,1901,1083,1,03,4
4376,1701,1079,1,03,4
4063,1567,1080,1,03,4
5612,1701,1077,1,03,4
5007,1701,1078,1,03,4
7015,1301,1066,1,03,4
6242,1301,1071,1,01,4
7835,2201,1002,1,03,4
7514,2201,1003,1,07,4
8898,1203,1028,1,02,4
8327,1203,1001,1,06,4
11224,1507,6001,1,04,4
11533,1507,6002,1,04,4
11957,1507,6003,1,10,4
12354,2004,6003,1,12,4
9186,0132,7099,1,04,4
9648,0132,7017,1,06,4
10125,0132,7018,1,08,4
10726,0132,7019,1,06,4
13066,2004,6005,1,04,4
13486,2004,6075,1,04,4
0,1801,3012,3,06,4
1195,1801,3010,1,04,4
782,1801,3011,1,08,4
2283,1801,3008,1,04,4
1761,1801,3009,1,06,4
3211,1801,3006,1,06,4
2800,1801,3007,1,04,4
4124,1801,3004,1,04,4
3501,1801,3005,1,06,4
17647,1803,R-04,6,99,4
5085,1801,3480,1,02,4
4422,1801,3003,1,06,4
6067,1503,7010,1,04,4
5494,1503,3001,1,06,4
6838,1503,7012,1,04,4
6477,0003,7011,1,06,4
7907,1503,7014,1,06,4
7263,1503,7013,1,08,4
8938,0002,7016,1,08,4
8420,1503,7015,1,06,4
14465,1505,6007,1,04,4
13775,1505,6006,1,06,4
17562,1803,6061,4,08,4
16654,1505,6014,1,04,4
16383,1505,6013,1,04,4
15709,1505,6011,1,04,4
15360,1505,6010,1,04,4
14843,1505,6008,1,04,4
12084,1503,7012,1,03,4
12535,1503,7011,1,05,4
12870,1503,7010,1,03,4
13250,1503,7080,1,01,4
10130,0002,7016,1,07,4
10730,1503,7015,1,05,4
11101,1503,7014,1,05,4
11735,1503,7013,1,07,4
13645,1503,3001,1,05,4
14235,1801,3002,1,05,4
0,0104,1091,3,01,4
792,0104,1089,1,03,4
397,0104,1090,1,01,4
1877,1901,1086,1,03,4
1234,0104,1088,1,03,4
2628,1901,1084,1,01,4
2197,1901,1085,1,01,4
3306,1901,1082,1,01,4
2844,1901,1083,1,03,4
18949,1801,3012,3,06,4
18348,1801,3011,1,07,4
4376,1701,1079,1,03,4
4063,1567,1080,1,03,4
5612,1701,1077,1,03,4
5007,1701,1078,1,03,4
7015,1301,1066,1,03,4
6242,1301,1071,1,01,4
7813,0123,1163,1,01,4
7494,0123,1003,1,03,4
9952,0123,7099,1,10,4
9023,0123,7047,1,02,4
15027,1801,3004,1,03,4
14718,1801,3003,1,05,4
17933,1801,3010,1,03,4
17366,1801,3009,1,05,4
16756,1801,3008,1,03,4
16351,1801,3007,1,03,4
15939,1801,3006,1,05,4
15649,1801,3005,1,05,4
12133,1301,1066,1,04,4
12881,1301,1071,1,02,4
13544,1701,1077,1,04,4
14145,1701,1078,1,04,4
9186,0123,7099,1,09,4
10120,0123,7047,1,01,4
11338,0123,1163,1,02,4
11792,2201,1003,1,08,4
14676,1701,1079,1,04,4
15084,1567,1080,1,04,4
0,1801,3012,3,06,4
1195,1801,3010,1,04,4
782,1801,3011,1,08,4
2283,1801,3008,1,04,4
1761,1801,3009,1,06,4
3211,1801,3006,1,06,4
2800,1801,3007,1,04,4
4124,1801,3004,1,04,4
3501,1801,3005,1,06,4
19324,0104,1091,3,01,4
5085,1801,3480,1,02,4
4422,1801,3003,1,06,4
6067,1503,7010,1,04,4
5494,1503,3001,1,06,4
6838,1503,7012,1,04,4
6477,0003,7011,1,06,4
7907,1503,7014,1,06,4
7263,1503,7013,1,08,4
8938,0002,7016,1,08,4
8420,1503,7015,1,06,4
16204,1901,1083,1,04,4
15861,1901,1082,1,02,4
18811,0104,1090,1,02,4
18338,0104,1089,1,04,4
17773,0104,1088,1,04,4
17272,1901,1086,1,04,4
16813,1901,1085,1,02,4
16426,1901,1084,1,02,4
4240,1801,3012,3,06,4
3639,1801,3011,1,07,4
0,2513,R-03,6,00,4
496,2513,3116,1,03,4
240,2513,3240,5,07,4
1131,2513,3114,1,03,4
790,2513,3115,1,03,4
2047,1801,3008,1,03,4
1656,2513,3007,1,05,4
3224,1801,3010,1,03,4
2657,1801,3009,1,05,4
10415,1507,6003,1,10,4
10812,2004,6003,1,12,4
11524,2004,6005,1,04,4
11944,2004,6075,1,04,4
8766,1502,7053,1,02,4
9184,0132,7019,1,06,4
9682,1507,6001,1,04,4
9991,1507,6002,1,04,4
12233,1505,6006,1,06,4
12923,1505,6007,1,04,4
0,0104,1091,3,01,4
792,0104,1089,1,03,4
397,0104,1090,1,01,4
1877,1901,1086,1,03,4
1234,0104,1088,1,03,4
2628,1901,1084,1,01,4
2197,1901,1085,1,01,4
3306,1901,1082,1,01,4
2844,1901,1083,1,03,4
4376,1701,1079,1,03,4
4063,1567,1080,1,03,4
5612,1701,1077,1,07,4
5007,1701,1078,1,03,4
6818,2001,1006,1,07,4
6167,2001,1075,1,03,4
7485,1532,1164,1,03,4
7037,2001,1006,1,03,4
8324,0203,7054,1,04,4
7970,1532,7055,1,04,4
13818,1505,6010,1,04,4
13301,1505,6008,1,04,4
16105,1803,R-04,6,99,4
16020,1803,6061,4,08,4
15112,1505,6014,1,04,4
14841,1505,6013,1,04,4
14167,1505,6011,1,04,4
4406,2513,R-03,6,99,4
4360,2513,3240,4,10,4
0,1801,3012,3,06,4
1195,1801,3010,1,04,4
782,1801,3011,1,08,4
2283,1801,3008,1,04,4
1761,1801,3009,1,06,4
3184,2513,3114,1,04,4
2788,2513,3007,1,06,4
3882,2513,3116,1,04,4
3589,2513,3115,1,04,4
12130,2201,1002,1,03,4
12622,1203,1001,1,06,4
13193,1203,1028,1,02,4
13692,0124,1029,1,02,4
9186,0123,7099,1,09,4
10120,0123,7047,1,01,4
11338,0123,1163,1,02,4
11809,2201,1003,1,07,4
13890,1202,1030,4,02,4
13962,1202,R-02,6,99,4
0,1801,3012,3,06,4
1195,1801,3010,1,04,4
782,1801,3011,1,08,4
2283,1801,3008,1,04,4
1761,1801,3009,1,06,4
3211,1801,3006,1,06,4
2800,1801,3007,1,04,4
4124,1801,3004,1,04,4
3501,1801,3005,1,06,4
5085,1801,3480,1,02,4
4422,1801,3003,1,06,4
6067,1503,7010,1,04,4
5494,1503,3001,1,06,4
6838,1503,7012,1,04,4
6477,0003,7011,1,06,4
7907,1503,7014,1,06,4
7263,1503,7013,1,08,4
8938,0002,7016,1,08,4
8420,1503,7015,1,06,4
12084,1503,7012,1,03,4
12535,1503,7011,1,05,4
12870,1503,7010,1,03,4
13250,1503,7080,1,01,4
10130,0002,7016,1,07,4
10730,1503,7015,1,05,4
11101,1503,7014,1,05,4
11735,1503,7013,1,07,4
13645,1503,3001,1,05,4
14235,1801,3002,1,05,4
18101,2513,R-03,6,99,4
0,0104,1091,3,01,4
792,0104,1089,1,03,4
397,0104,1090,1,01,4
1877,1901,1086,1,03,4
1234,0104,1088,1,03,4
2628,1901,1084,1,01,4
2197,1901,1085,1,01,4
3306,1901,1082,1,01,4
2844,1901,1083,1,03,4
18055,2513,3240,4,10,4
17577,2513,3116,1,04,4
4376,1701,1079,1,03,4
4063,1567,1080,1,03,4
5612,1701,1077,1,03,4
5007,1701,1078,1,03,4
7015,1301,1066,1,03,4
6242,1301,1071,1,01,4
7813,0123,1163,1,01,4
7494,0123,1003,1,03,4
9952,0123,7099,1,10,4
9023,0123,7047,1,02,4
15027,1801,3004,1,03,4
14718,1801,3003,1,05,4
17284,2513,3115,1,04,4
16879,2513,3114,1,04,4
16483,2513,3007,1,06,4
16351,1801,3007,1,03,4
15939,1801,3006,1,05,4
15649,1801,3005,1,05,4
10660,1503,7012,1,03,4
11111,1503,7011,1,05,4
11446,1503,7010,1,03,4
11826,1503,7080,1,01,4
8706,0002,7016,1,07,4
9306,1503,7015,1,05,4
9677,1503,7014,1,05,4
10311,1503,7013,1,07,4
12221,1503,3001,1,05,4
12811,1801,3002,1,05,4
0,1803,R-04,6,00,4
984,1505,6014,1,03,4
154,1803,6061,5,05,4
2007,1505,6011,1,03,4
1424,1505,6013,1,03,4
2869,1505,6008,1,03,4
2359,1505,6010,1,03,4
3863,1505,6006,1,05,4
3245,1505,6007,1,03,4
17525,1801,3012,3,06,4
16924,1801,3011,1,07,4
4650,2004,6005,1,05,4
4186,2004,6075,1,03,4
5503,2004,6003,1,11,4
5195,2004,6004,1,03,4
6491,1507,6001,1,03,4
6052,1507,6002,1,03,4
7452,0132,7018,1,07,4
6992,0132,7019,1,05,4
8528,0132,7099,1,03,4
7958,0132,7017,1,05,4
13603,1801,3004,1,03,4
13294,1801,3003,1,05,4
16509,1801,3010,1,03,4
15942,1801,3009,1,05,4
15332,1801,3008,1,03,4
14927,1801,3007,1,03,4
14515,1801,3006,1,05,4
14225,1801,3005,1,05,4
5267,1567,1080,1,04,4
4859,1701,1079,1,04,4
6387,1901,1083,1,04,4
6044,1901,1082,1,02,4
6996,1901,1085,1,02,4
6609,1901,1084,1,02,4
7956,0104,1088,1,04,4
7455,1901,1086,1,04,4
8994,0104,1090,1,02,4
8521,0104,1089,1,04,4
9507,0104,1091,3,01,4
0,1202,R-02,6,00,4
1158,2201,1001,1,04,4
464,1203,1028,5,01,4
1975,2201,1003,1,08,4
1498,2201,1002,1,04,4
3064,1301,1071,1,02,4
2316,1301,1066,1,04,4
4328,1701,1078,1,04,4
3727,1701,1077,1,04,4
10573,1701,1077,1,04,4
11174,1701,1078,1,04,4
11705,1701,1079,1,04,4
12113,1567,1080,1,04,4
8659,1532,1164,1,04,4
9138,2001,1006,1,04,4
9356,2001,1006,1,08,4
10006,2001,1075,1,04,4
12890,1901,1082,1,02,4
13233,1901,1083,1,04,4
0,1803,R-04,6,00,4
984,1505,6014,1,03,4
154,1803,6061,5,05,4
2007,1505,6011,1,03,4
1424,1505,6013,1,03,4
2869,1505,6008,1,03,4
2359,1505,6010,1,03,4
3863,1505,6006,1,05,4
3245,1505,6007,1,03,4
4650,2004,6005,1,05,4
4186,2004,6075,1,03,4
5503,2004,6003,1,11,4
5195,2004,6004,1,03,4
6491,1507,6001,1,03,4
6052,1507,6002,1,03,4
7384,1502,7053,1,01,4
6992,0132,7019,1,05,4
8216,1532,7055,1,03,4
7839,0203,7054,1,05,4
13842,1901,1085,1,02,4
13455,1901,1084,1,02,4
16353,0104,1091,3,01,4
15840,0104,1090,1,02,4
15367,0104,1089,1,04,4
14802,0104,1088,1,04,4
14301,1901,1086,1,04,4
10786,2201,1003,1,08,4
11127,1301,1066,1,04,4
11875,1301,1071,1,02,4
12538,1701,1077,1,04,4
7932,0002,7016,1,08,4
8180,0123,7099,1,09,4
9114,0123,7047,1,01,4
10332,0123,1163,1,02,4
13139,1701,1078,1,04,4
13670,1701,1079,1,04,4
0,2513,R-03,6,00,4
496,2513,3116,1,03,4
240,2513,3240,5,07,4
1131,2513,3114,1,03,4
790,2513,3115,1,03,4
1794,1801,3007,1,04,4
1656,2513,3007,1,05,4
2495,1801,3005,1,06,4
2205,1801,3006,1,06,4
18318,0104,1091,3,01,4
17805,0104,1090,1,02,4
3416,1801,3003,1,06,4
3118,1801,3004,1,04,4
4488,1503,3001,1,06,4
4079,1801,3480,1,02,4
5471,0003,7011,1,06,4
5061,1503,7010,1,04,4
6257,1503,7013,1,08,4
5832,1503,7012,1,04,4
7414,1503,7015,1,06,4
6901,1503,7014,1,06,4
14855,1901,1082,1,02,4
14078,1567,1080,1,04,4
17332,0104,1089,1,04,4
16767,0104,1088,1,04,4
16266,1901,1086,1,04,4
15807,1901,1085,1,02,4
15420,1901,1084,1,02,4
15198,1901,1083,1,04,4
11244,1801,3008,1,03,4
11854,1801,3009,1,05,4
12421,1801,3010,1,03,4
12836,1801,3011,1,07,4
9515,1801,3004,1,03,4
10137,1801,3005,1,05,4
10427,1801,3006,1,05,4
10839,1801,3007,1,03,4
13437,1801,3012,3,06,4
0,1202,R-02,6,00,4
1158,2201,1001,1,04,4
464,1203,1028,5,01,4
1982,0123,1003,1,03,4
1498,2201,1002,1,04,4
3511,0123,7047,1,02,4
2301,0123,1163,1,01,4
4618,0002,7016,1,07,4
4440,0123,7099,1,10,4
5589,1503,7014,1,05,4
5218,1503,7015,1,05,4
6572,1503,7012,1,03,4
6223,1503,7013,1,07,4
7358,1503,7010,1,03,4
7023,1503,7011,1,05,4
8133,1503,3001,1,05,4
7738,1503,7080,1,01,4
9206,1801,3003,1,05,4
8723,1801,3002,1,05,4
12688,1909,1235,1,01,L43
13373,3537,1234,3,02,L43
10518,0137,1352,1,01,L43
10858,0137,1237,2,01,L43
11558,0137,1236,2,01,L43
12088,0137,1233,2,01,L43
0,1301,1848,3,01,L43
1024,2507,1979,2,02,L43
580,0139,1849,2,01,L43
2349,2521,1850,2,01,L43
1486,0278,1978,2,02,L43
3064,1213,1343,1,03,L43
2888,2521,1583,1,02,L43
3724,1213,1344,1,02,L43
3410,1213,1860,1,01,L43
5047,2567,1965,1,01,L43
4209,1311,1851,1,01,L43
5878,0517,1853,1,01,L43
5444,1311,1852,2,01,L43
6791,1246,1967,1,01,L43
6322,2032,1854,1,01,L43
7876,1551,1856,2,01,L43
7171,1551,1976,1,01,L43
9408,0714,1977,2,01,L43
8327,1551,1857,2,01,L43
4733,1311,1851,1,01,L43
4265,1735,1345,2,02,L43
5968,1311,1852,2,01,L43
5571,2567,1965,1,01,L43
6846,2032,1854,1,01,L43
6402,0517,1853,1,01,L43
7695,1551,1976,1,01,L43
7315,1246,1967,1,01,L43
8851,1551,1857,2,01,L43
8400,1551,1856,2,01,L43
9932,0714,1977,2,01,L43
0,1301,1848,3,01,L43
1024,2507,1979,2,02,L43
580,0139,1849,2,01,L43
2349,2521,1850,2,01,L43
1486,0278,1978,2,02,L43
3064,1213,1343,1,03,L43
2888,2521,1583,1,02,L43
3724,1213,1344,1,02,L43
3410,1213,1860,1,01,L43
10909,0137,1352,3,02,L43
10125,1301,1848,3,01,L43
8885,1831,1849,2,02,L43
9233,0278,1978,2,01,L43
9558,2507,1979,2,01,L43
9855,2507,1980,2,01,L43
0,0137,1352,3,02,L43
873,1338,1545,2,02,L43
534,1338,1981,2,02,L43
2729,1551,1857,2,02,L43
1479,0714,1977,2,02,L43
3542,1551,1976,1,02,L43
3066,1551,1856,2,02,L43
4257,1864,1855,1,03,L43
3837,1246,1967,1,02,L43
5025,0517,1853,1,02,L43
4472,2032,1854,1,02,L43
6070,1311,1852,2,01,L43
5673,2567,1965,1,01,L43
6714,1213,1345,1,01,L43
6471,1311,1851,1,02,L43
7349,1213,1860,1,02,L43
7085,1213,1344,1,01,L43
8417,2521,1850,2,02,L43
7831,2521,1583,1,01,L43
11195,2521,1850,2,02,L43
11663,1831,1849,2,02,L43
12011,0278,1978,2,01,L43
12336,2507,1979,2,01,L43
9492,1213,1345,1,01,L43
9863,1213,1344,1,01,L43
10127,1213,1860,1,02,L43
10609,2521,1583,1,01,L43
12633,2507,1980,2,01,L43
12903,1301,1848,3,01,L43
0,3537,1234,3,02,L43
1028,0137,1233,2,02,L43
568,1909,1235,1,02,L43
2378,0137,1237,2,02,L43
1648,0137,1236,2,02,L43
3312,1338,1981,2,02,L43
2778,0137,1352,1,02,L43
4257,0714,1977,2,02,L43
3651,1338,1545,2,02,L43
5844,1551,1856,2,02,L43
5507,1551,1857,2,02,L43
6615,1246,1967,1,02,L43
6320,1551,1976,1,02,L43
7250,2032,1854,1,02,L43
7035,1864,1855,1,03,L43
8451,2567,1965,1,01,L43
7803,0517,1853,1,02,L43
9249,1311,1851,1,02,L43
8848,1311,1852,2,01,L43
5047,2567,1965,1,01,L43
4209,1311,1851,1,01,L43
5878,0517,1853,1,01,L43
5444,1311,1852,2,01,L43
6791,1246,1967,1,01,L43
6322,2032,1854,1,01,L43
7876,1551,1856,2,01,L43
7171,1551,1976,1,01,L43
9408,0714,1977,2,01,L43
8327,1551,1857,2,01,L43
10385,0137,1352,3,02,L43
0,1301,1848,3,01,L43
1024,2507,1979,2,02,L43
580,0139,1849,2,01,L43
2349,2521,1850,2,01,L43
1486,0278,1978,2,02,L43
3064,1213,1343,1,03,L43
2888,2521,1583,1,02,L43
3724,1213,1344,1,02,L43
3410,1213,1860,1,01,L43
5848,1328,3866,2,02,L42
5411,1328,3867,2,02,L42
7553,2560,3355,2,02,L42
6635,2560,3356,2,02,L42
9634,1539,3188,3,03,L42
8829,2526,3193,2,02,L42
0,2560,3358,3,02,L42
1103,2532,3873,2,01,L42
452,2532,3874,2,02,L42
2369,1899,3871,2,02,L42
1711,3601,3872,2,02,L42
3496,1899,3870,2,02,L42
2808,1899,3953,2,02,L42
4614,1899,3868,2,02,L42
4146,1899,3869,2,02,L42
7659,1899,3870,2,01,L42
6978,1899,3869,2,01,L42
8709,1899,3871,2,01,L42
8224,1899,3953,2,01,L42
9975,2560,3359,2,02,L42
9350,3601,3872,2,01,L42
10532,2560,3358,3,02,L42
0,1539,3188,3,03,L42
1529,1539,3186,2,01,L42
1099,1539,3192,2,01,L42
3274,2560,3355,2,01,L42
2840,0115,3185,2,01,L42
5173,1328,3866,2,01,L42
4394,2560,3356,2,03,L42
6533,1899,3868,2,01,L42
5635,1328,3867,2,01,L42
19456,1757,1230,1,04,L41
19916,1757,1302,1,02,L41
20323,1101,1311,1,01,L41
20500,2004,1367,2,02,L41
17021,0145,1409,1,02,L41
17290,0145,1408,2,02,L41
18376,2618,1189,2,02,L41
18886,2015,1190,1,04,L41
21098,1246,1800,3,01,L41
0,3522,1882,3,01,L41
1557,1550,1951,2,01,L41
803,1831,1952,2,01,L41
2619,2521,1799,2,01,L41
2097,2521,1950,2,01,L41
4008,1514,1797,2,01,L41
3206,2521,1798,2,01,L41
5995,1514,1997,2,01,L41
5653,1514,1796,2,01,L41
7839,1514,1794,2,01,L41
6664,1514,1795,2,01,L41
8899,1514,1792,2,01,L41
8488,1514,1793,2,01,L41
12154,1514,1790,2,01,L41
10132,1514,1791,2,01,L41
14991,1514,1425,2,01,L41
14143,1514,1789,2,01,L41
16461,2059,1299,2,01,L41
15811,1514,1188,1,01,L41
18614,2521,1799,2,02,L41
19125,1550,1950,2,02,L41
19577,1550,1951,2,02,L41
20470,1831,1952,2,02,L41
14610,1514,1795,2,02,L41
15614,1514,1796,2,02,L41
17239,1514,1797,2,02,L41
18048,2521,1798,2,02,L41
21184,3522,1882,3,01,L41
0,1246,1800,3,01,L41
668,1757,1311,1,03,L41
345,1757,1846,2,01,L41
1858,2015,1230,1,01,L41
1148,1757,1302,1,03,L41
2953,0145,1189,2,03,L41
2328,2526,1190,1,01,L41
4226,0145,1409,1,01,L41
3918,0145,1408,2,01,L41
4946,1514,1187,2,02,L41
4756,2059,1299,2,02,L41
6434,1514,1425,2,02,L41
5576,1514,1188,1,02,L41
9150,1514,1790,2,02,L41
7252,1514,1789,2,02,L41
12373,1514,1792,2,02,L41
11211,1514,1791,2,02,L41
13425,1514,1794,2,02,L41
12819,1514,1793,2,02,L41
18691,1952,4277,2,02,707
20010,2521,3165,1,01,707
20607,1944,3320,1,01,707
21297,1944,3464,4,01,707
14707,2052,4269,2,02,707
16106,2052,4270,2,01,707
16706,2052,4275,2,02,707
17752,2052,4276,2,02,707
21337,1944,3464,7,71,707
0,0112,4015,3,13,707
1319,0112,4018,2,02,707
671,0112,4016,2,02,707
2156,0112,4155,1,02,707
1585,0112,4019,2,02,707
2980,0112,4157,1,02,707
2754,0112,4156,1,02,707
4023,0112,4159,2,02,707
3343,0112,4158,2,02,707
6123,0112,4065,2,02,707
4923,0112,4166,2,02,707
8365,0112,4067,2,02,707
6764,0112,4066,2,02,707
9831,2052,4068,2,04,707
9315,0112,4068,2,02,707
11522,2052,4250,1,02,707
10772,2052,4136,2,02,707
13423,2052,4251,1,02,707
12582,2052,4260,2,02,707
18805,0112,4155,1,01,707
19166,0112,4019,2,01,707
19663,0112,4018,2,01,707
20262,0112,4016,2,01,707
16568,0112,4160,2,01,707
16830,0112,4159,2,01,707
17467,0112,4158,2,01,707
17960,0112,4157,1,01,707
20757,0112,4015,3,13,707
0,1944,3464,7,71,707
484,1944,3322,1,02,707
70,1944,3464,5,02,707
1352,2521,3165,1,02,707
894,2521,3430,1,02,707
3386,2052,4276,2,01,707
2752,1952,4277,2,01,707
5270,2052,4270,2,02,707
4667,2052,4275,2,01,707
7890,2052,4251,1,01,707
6734,2052,4269,2,01,707
9807,2052,4250,1,01,707
8777,2052,4260,2,01,707
11704,0112,4068,2,01,707
10557,2052,4136,2,01,707
14061,0112,4066,2,01,707
12479,0112,4067,2,01,707
15761,0112,4166,2,01,707
14701,0112,4065,2,01,707
15467,1801,3018,2,02,737
15961,1801,3017,1,02,737
16669,1801,3016,2,02,737
17179,1842,3015,1,03,737
13650,1801,3022,2,02,737
13995,1801,3021,2,02,737
14335,1801,3020,2,02,737
14930,1801,3019,2,02,737
17744,1929,3292,1,03,737
17965,1929,3291,1,01,737
0,2521,4135,5,01,737
1090,2521,4273,2,01,737
560,2521,4274,2,01,737
3220,1527,3332,2,01,737
2290,1957,4253,2,01,737
4892,2052,4270,2,02,737
4180,1823,4271,2,01,737
7958,1224,4819,2,02,737
6363,2059,4269,2,04,737
21423,1104,3120,3,05,737
9336,1823,4331,2,01,737
8982,1823,4818,2,03,737
10693,1823,4329,2,01,737
9956,1823,4330,2,01,737
11237,1245,4182,2,01,737
11037,1823,4182,2,03,737
12260,1245,3465,2,01,737
11797,1245,3025,1,01,737
13143,1245,3424,2,01,737
12690,1245,3024,2,01,737
18665,0703,3134,1,04,737
18245,1929,3420,2,01,737
20959,0234,3120,2,08,737
20645,0234,3127,1,04,737
20195,0113,3293,2,02,737
19852,0113,3132,1,04,737
19481,0902,3131,1,01,737
19095,0902,3133,2,03,737
10550,1823,4329,2,02,737
11355,1823,4330,2,02,737
11987,1823,4331,2,02,737
12470,1224,4818,2,01,737
8580,1245,3024,2,02,737
8990,1245,3465,2,02,737
9405,1245,3025,1,02,737
10220,1823,4182,2,04,737
13150,1224,4819,2,01,737
15161,2052,4269,2,02,737
0,1104,3120,3,05,737
699,0113,3127,1,01,737
197,0234,3120,2,07,737
1552,0902,3132,1,02,737
1122,0113,3293,2,01,737
2725,1929,3134,1,02,737
1947,0902,3131,1,02,737
3261,1929,3291,1,02,737
3041,1929,3420,2,02,737
23960,3544,3327,3,01,737
23280,3544,3328,2,02,737
4121,1801,3015,1,01,737
3641,1842,3292,1,02,737
5376,1801,3017,1,01,737
4681,1801,3016,2,01,737
6413,1801,3019,2,01,737
5916,1801,3018,2,01,737
7232,1801,3021,2,01,737
7012,1801,3020,2,01,737
8165,1245,3424,2,02,737
7722,1245,3022,2,04,737
17310,1823,4271,2,02,737
16564,1823,4270,2,03,737
22670,1565,3329,2,02,737
21260,2521,4135,2,02,737
20720,2521,4274,2,02,737
20190,2521,4273,2,02,737
19040,1957,4253,2,02,737
18260,1957,3332,2,02,737
16685,1801,3021,2,02,737
17025,1801,3020,2,02,737
17620,1801,3019,2,02,737
18157,1801,3018,2,02,737
14950,1245,3465,2,01,737
15380,1245,3024,2,01,737
15833,1245,3424,2,01,737
16340,1801,3022,2,02,737
18651,1801,3017,1,02,737
19359,1801,3016,2,02,737
23649,0234,3120,2,08,737
24113,1104,3120,3,05,737
0,3544,3327,3,01,737
1440,1565,3329,2,01,737
760,3544,3328,2,01,737
3250,2521,4274,2,01,737
2690,2521,4135,2,01,737
4980,1957,4253,2,01,737
3780,2521,4273,2,01,737
6870,1823,4271,2,01,737
5910,1527,3332,2,01,737
23335,0234,3127,1,04,737
22885,0113,3293,2,02,737
9053,2059,4269,2,04,737
7582,2052,4270,2,02,737
11672,1823,4818,2,03,737
10648,1224,4819,2,02,737
12646,1823,4330,2,01,737
12026,1823,4331,2,01,737
13727,1823,4182,2,03,737
13383,1823,4329,2,01,737
14487,1245,3025,1,01,737
13927,1245,4182,2,01,737
20434,1929,3292,1,03,737
19869,1842,3015,1,03,737
22542,0113,3132,1,04,737
22171,0902,3131,1,01,737
21785,0902,3133,2,03,737
21355,0703,3134,1,04,737
20935,1929,3420,2,01,737
20655,1929,3291,1,01,737
10550,1823,4329,2,02,737
11355,1823,4330,2,02,737
11987,1823,4331,2,02,737
12470,1224,4818,2,01,737
8580,1245,3024,2,02,737
8990,1245,3465,2,02,737
9405,1245,3025,1,02,737
10220,1823,4182,2,04,737
13150,1224,4819,2,01,737
15161,2052,4269,2,02,737
0,1104,3120,3,05,737
699,0113,3127,1,01,737
197,0234,3120,2,07,737
1552,0902,3132,1,02,737
1122,0113,3293,2,01,737
2725,1929,3134,1,02,737
1947,0902,3131,1,02,737
3261,1929,3291,1,02,737
3041,1929,3420,2,02,737
4121,1801,3015,1,01,737
3641,1842,3292,1,02,737
5376,1801,3017,1,01,737
4681,1801,3016,2,01,737
6413,1801,3019,2,01,737
5916,1801,3018,2,01,737
7232,1801,3021,2,01,737
7012,1801,3020,2,01,737
8165,1245,3424,2,02,737
7722,1245,3022,2,04,737
17310,1823,4271,2,02,737
16564,1823,4270,2,03,737
21260,2521,4135,4,02,737
20720,2521,4274,2,02,737
20190,2521,4273,2,02,737
19040,1957,4253,2,02,737
18260,1957,3332,2,02,737
12949,1118,1435,2,02,L45
13384,2094,1434,2,01,L45
13797,2990,1433,2,02,L45
14785,1973,1983,2,01,L45
10280,0137,1242,2,02,L45
10575,0137,1540,2,02,L45
11781,1118,1437,2,02,L45
12304,1118,1436,2,02,L45
15819,0280,1985,2,01,L45
16697,2801,1450,2,03,L45
0,3537,1234,3,02,L45
1028,0137,1233,2,02,L45
568,1909,1235,2,02,L45
2378,0137,1237,2,02,L45
1648,0137,1236,2,02,L45
3418,0137,1238,1,02,L45
2778,0137,1352,2,02,L45
4373,2052,1538,2,02,L45
3823,2052,1249,2,03,L45
23874,3522,1868,3,01,L45
23179,2059,1888,2,02,L45
5782,1724,1536,2,02,L45
4864,1724,1537,2,81,L45
6825,0850,1534,2,01,L45
6089,0850,1535,2,02,L45
7566,2993,1240,2,05,L45
7329,0850,1533,2,01,L45
8370,0137,1246,2,02,L45
7790,0137,1240,2,02,L45
9960,0137,1407,2,02,L45
9470,0137,1241,2,02,L45
17481,2801,1785,2,02,L45
17075,2801,1740,2,02,L45
22604,2059,1869,2,02,L45
21711,2059,1870,2,02,L45
20354,2031,1730,2,02,L45
19752,2031,1729,2,02,L45
18930,2801,1728,2,02,L45
18331,2801,1727,2,02,L45
12949,1118,1435,2,02,L45
13384,2094,1434,2,01,L45
13797,2990,1433,2,02,L45
14785,1973,1983,2,01,L45
10280,0137,1242,2,02,L45
10575,0137,1540,2,02,L45
11781,1118,1437,2,02,L45
12304,1118,1436,2,02,L45
15819,0280,1985,2,01,L45
16697,2801,1450,2,03,L45
0,3537,1234,3,02,L45
1028,0137,1233,2,02,L45
568,1909,1235,2,02,L45
2378,0137,1237,2,02,L45
1648,0137,1236,2,02,L45
3418,0137,1238,1,02,L45
2778,0137,1352,2,02,L45
4373,2052,1538,2,02,L45
3823,2052,1249,2,03,L45
23874,3522,1868,3,01,L45
23179,2059,1888,2,02,L45
5782,1724,1536,2,02,L45
4864,1724,1537,2,81,L45
6825,0850,1534,2,01,L45
6089,0850,1535,2,02,L45
7566,2993,1240,2,05,L45
7329,0850,1533,2,01,L45
8370,0137,1246,2,02,L45
